Data_Captura,Horario,Companhia,Numero_Voo,Operado_Por,Status,Data_Partida,Hora_Partida
2026-01-22,01:50,DELTA,0629,,Atrasado,22/01,01:50
2026-01-22,01:50,,6314,,Atrasado,22/01,01:50
2026-01-22,23:05,KLM,RJ4656,,Atrasado,22/01,23:05
2026-01-22,23:05,KLM,RJ6719,,Atrasado,22/01,23:05
2026-01-21,22:15,,0063,,Cancelado,21/01,22:15
2026-01-21,08:45,,1146,,Atrasado,21/01,08:45
2026-01-21,15:35,LATAM,3354,,Atrasado,21/01,15:35
2026-01-21,19:15,LATAM,3562,,Atrasado,21/01,19:15
2026-01-21,07:45,LATAM,3828,,Atrasado,21/01,07:45
2026-01-21,22:15,,7213,,Cancelado,21/01,22:15
2026-01-21,20:15,,7967,,Atrasado,21/01,20:15
2026-01-21,08:10,LATAM,8349,,Atrasado,21/01,08:10
2026-01-21,20:10,LATAM,RJ1924,,Atrasado,21/01,20:10
2026-01-21,19:45,LATAM,RJ2357,,Cancelado,21/01,19:45
2026-01-21,20:35,LATAM,RJ3368,,Cancelado,21/01,20:35
2026-01-21,15:35,LATAM,RJ3874,,Atrasado,21/01,15:35
2026-01-21,08:10,LATAM,RJ3947,,Atrasado,21/01,08:10
2026-01-21,08:30,LATAM,RJ4065,,Atrasado,21/01,08:30
2026-01-21,08:10,LATAM,RJ4653,,Atrasado,21/01,08:10
2026-01-21,08:30,LATAM,RJ4796,,Atrasado,21/01,08:30
2026-01-21,19:15,LATAM,RJ4797,,Atrasado,21/01,19:15
2026-01-21,07:35,LATAM,RJ6199,,Atrasado,21/01,07:35
2026-01-21,20:35,LATAM,RJ6603,,Cancelado,21/01,20:35
2026-01-21,19:45,LATAM,RJ6690,,Cancelado,21/01,19:45
2026-01-21,15:35,LATAM,RJ6721,,Atrasado,21/01,15:35
2026-01-20,23:00,,0962,,Atrasado,20/01,23:00
2026-01-20,19:00,LATAM,3316,,Atrasado,20/01,19:00
2026-01-20,18:20,LATAM,3346,,Atrasado,20/01,18:20
2026-01-20,19:20,LATAM,3562,,Atrasado,20/01,19:20
2026-01-20,14:10,LATAM,3620,,Atrasado,20/01,14:10
2026-01-20,17:00,LATAM,4666,,Atrasado,20/01,17:00
2026-01-20,22:55,LATAM,5152,,Atrasado,20/01,22:55
2026-01-20,13:25,LATAM,8089,,Atrasado,20/01,13:25
2026-01-20,17:45,LATAM,8416,,Atrasado,20/01,17:45
2026-01-20,13:30,LATAM,8497,,Atrasado,20/01,13:30
2026-01-20,23:00,KLM,9326,,Atrasado,20/01,23:00
2026-01-20,22:45,EMIRATES,RJ0624,,Atrasado,20/01,22:45
2026-01-20,23:30,AZUL,RJ1268,,Atrasado,20/01,23:30
2026-01-20,19:20,LATAM,RJ1924,,Atrasado,20/01,19:20
2026-01-20,19:00,LATAM,RJ2328,,Atrasado,20/01,19:00
2026-01-20,16:55,LATAM,RJ3874,,Atrasado,20/01,16:55
2026-01-20,13:15,LATAM,RJ6242,,Atrasado,20/01,13:15
2026-01-20,16:55,LATAM,RJ6721,,Atrasado,20/01,16:55
2026-01-20,13:55,LATAM,RJ7355,,Atrasado,20/01,13:55
2026-01-20,17:30,LATAM,RJ7536,,Atrasado,20/01,17:30
2026-01-20,18:20,LATAM,RJ7741,,Atrasado,20/01,18:20
2026-01-20,13:15,LATAM,RJ8475,,Atrasado,20/01,13:15
2026-01-20,13:55,LATAM,RJ8490,,Atrasado,20/01,13:55
2026-01-19,23:00,,0962,,Atrasado,19/01,23:00
2026-01-19,16:25,LATAM,3268,,Atrasado,19/01,16:25
2026-01-19,16:05,LATAM,3288,,Atrasado,19/01,16:05
2026-01-19,23:00,KLM,4172,,Atrasado,19/01,23:00
2026-01-19,16:25,LATAM,5126,,Atrasado,19/01,16:25
2026-01-19,13:55,,7330,,Atrasado,19/01,13:55
2026-01-19,13:15,,7335,,Atrasado,19/01,13:15
2026-01-19,17:55,LATAM,8121,,Atrasado,19/01,17:55
2026-01-19,13:45,LATAM,RJ1070,,Atrasado,19/01,13:45
2026-01-19,17:30,LATAM,RJ1924,,Atrasado,19/01,17:30
2026-01-19,22:55,LATAM,RJ3945,,Atrasado,19/01,22:55
2026-01-19,12:15,LATAM,RJ3974,,Atrasado,19/01,12:15
2026-01-19,17:30,LATAM,RJ4126,,Atrasado,19/01,17:30
2026-01-19,16:15,LATAM,RJ4797,,Atrasado,19/01,16:15
2026-01-19,12:35,LATAM,RJ5357,,Atrasado,19/01,12:35
2026-01-19,22:55,LATAM,RJ6719,,Atrasado,19/01,22:55
2026-01-19,16:15,LATAM,RJ7741,,Atrasado,19/01,16:15
2026-01-19,12:35,LATAM,RJ9173,,Atrasado,19/01,12:35
2026-01-19,13:45,LATAM,RJ9813,,Atrasado,19/01,13:45
2026-01-18,01:20,,0248,,Atrasado,18/01,01:20
2026-01-18,13:20,,1164,,Atrasado,18/01,13:20
2026-01-18,23:10,EMIRATES,1636,,Atrasado,18/01,23:10
2026-01-18,16:00,LATAM,3832,,Atrasado,18/01,16:00
2026-01-18,23:00,LATAM,5223,,Atrasado,18/01,23:00
2026-01-18,04:25,,6061,,Atrasado,18/01,04:25
2026-01-18,17:30,,6124,,Atrasado,18/01,17:30
2026-01-18,11:35,LATAM,6240,,Atrasado,18/01,11:35
2026-01-18,23:10,,6719,,Atrasado,18/01,23:10
2026-01-18,23:00,LATAM,7110,,Atrasado,18/01,23:00
2026-01-18,17:30,,7534,,Atrasado,18/01,17:30
2026-01-18,13:30,LATAM,9746,,Atrasado,18/01,13:30
2026-01-18,13:30,LATAM,RJ1070,,Atrasado,18/01,13:30
2026-01-18,04:25,LATAM,RJ4070,,Atrasado,18/01,04:25
2026-01-18,13:10,LATAM,RJ4305,,Atrasado,18/01,13:10
2026-01-18,01:20,EMIRATES,RJ4771,,Atrasado,18/01,01:20
2026-01-18,16:15,LATAM,RJ5357,,Atrasado,18/01,16:15
2026-01-18,11:35,LATAM,RJ6193,,Atrasado,18/01,11:35
2026-01-18,13:10,LATAM,RJ6603,,Atrasado,18/01,13:10
2026-01-18,11:35,LATAM,RJ6647,,Atrasado,18/01,11:35
2026-01-18,23:00,LATAM,RJ6719,,Atrasado,18/01,23:00
2026-01-18,23:00,LATAM,RJ7260,,Atrasado,18/01,23:00
2026-01-18,15:55,LATAM,RJ7347,,Atrasado,18/01,15:55
2026-01-18,04:25,LATAM,RJ9072,,Atrasado,18/01,04:25
2026-01-18,16:15,LATAM,RJ9173,,Atrasado,18/01,16:15
2026-01-18,13:30,LATAM,RJ9253,,Atrasado,18/01,13:30
2026-01-17,08:50,,0092,,Cancelado,17/01,08:50
2026-01-17,21:30,,0148,,Atrasado,17/01,21:30
2026-01-17,18:35,,0631,,Atrasado,17/01,18:35
2026-01-17,21:45,,0844,,Atrasado,17/01,21:45
2026-01-17,17:55,LATAM,3790,,Atrasado,17/01,17:55
2026-01-17,15:35,LATAM,6219,,Atrasado,17/01,15:35
2026-01-17,12:35,LATAM,6270,,Atrasado,17/01,12:35
2026-01-17,13:15,LATAM,7255,,Atrasado,17/01,13:15
2026-01-17,21:45,,7257,,Atrasado,17/01,21:45
2026-01-17,13:55,,7456,,Atrasado,17/01,13:55
2026-01-17,06:10,LATAM,RJ3340,,Cancelado,17/01,06:10
2026-01-17,20:30,LATAM,RJ3368,,Atrasado,17/01,20:30
2026-01-17,15:30,LATAM,RJ3874,,Atrasado,17/01,15:30
2026-01-17,08:25,LATAM,RJ3947,,Cancelado,17/01,08:25
2026-01-17,13:05,LATAM,RJ4305,,Atrasado,17/01,13:05
2026-01-17,07:55,LATAM,RJ4653,,Cancelado,17/01,07:55
2026-01-17,18:30,LATAM,RJ4797,,Atrasado,17/01,18:30
2026-01-17,15:30,LATAM,RJ6099,,Atrasado,17/01,15:30
2026-01-17,20:30,LATAM,RJ6603,,Atrasado,17/01,20:30
2026-01-17,07:20,LATAM,RJ7120,,Cancelado,17/01,07:20
2026-01-17,13:05,LATAM,RJ7277,,Atrasado,17/01,13:05
2026-01-17,08:25,LATAM,RJ7361,,Cancelado,17/01,08:25
2026-01-17,12:30,LATAM,RJ8471,,Atrasado,17/01,12:30
2026-01-17,07:20,LATAM,RJ8643,,Cancelado,17/01,07:20
2026-01-17,18:30,LATAM,RJ9809,,Atrasado,17/01,18:30
2026-01-16,21:00,KLM,0792,,Atrasado,16/01,21:00
2026-01-16,16:15,LATAM,3604,,Cancelado,16/01,16:15
2026-01-16,16:35,LATAM,3856,,Cancelado,16/01,16:35
2026-01-16,18:00,LATAM,4413,,Atrasado,16/01,18:00
2026-01-16,16:15,LATAM,5156,,Cancelado,16/01,16:15
2026-01-16,21:00,KLM,5500,,Atrasado,16/01,21:00
2026-01-16,21:15,DELTA,6375,,Cancelado,16/01,21:15
2026-01-16,21:00,KLM,6718,,Atrasado,16/01,21:00
2026-01-16,21:00,KLM,6747,,Atrasado,16/01,21:00
2026-01-16,21:00,KLM,6849,,Atrasado,16/01,21:00
2026-01-16,21:15,DELTA,7280,,Cancelado,16/01,21:15
2026-01-16,15:20,,7355,,Atrasado,16/01,15:20
2026-01-16,18:00,LATAM,8072,,Atrasado,16/01,18:00
2026-01-16,16:15,LATAM,8227,,Cancelado,16/01,16:15
2026-01-16,16:35,LATAM,8422,,Cancelado,16/01,16:35
2026-01-16,20:35,LATAM,RJ3368,,Atrasado,16/01,20:35
2026-01-16,17:20,LATAM,RJ3874,,Atrasado,16/01,17:20
2026-01-16,18:20,LATAM,RJ4126,,Atrasado,16/01,18:20
2026-01-16,19:20,LATAM,RJ4227,,Atrasado,16/01,19:20
2026-01-16,15:20,LATAM,RJ4548,,Atrasado,16/01,15:20
2026-01-16,17:20,LATAM,RJ6099,,Atrasado,16/01,17:20
2026-01-16,20:35,LATAM,RJ7269,,Atrasado,16/01,20:35
2026-01-16,15:20,LATAM,RJ7355,,Atrasado,16/01,15:20
2026-01-16,19:20,LATAM,RJ7741,,Atrasado,16/01,19:20
2026-01-16,14:30,LATAM,RJ8490,,Cancelado,16/01,14:30
2026-01-13,17:40,,3529,,Atrasado,13/01,17:40
2026-01-13,17:40,,5219,,Atrasado,13/01,17:40
2026-01-13,17:40,LATAM,RJ1924,GOL,Atrasado,13/01,17:40
2026-01-13,17:40,,RJ2328,CIA,Atrasado,13/01,17:40
2026-01-13,17:40,LATAM,RJ4227,GOL,Atrasado,13/01,17:40
2026-01-13,17:40,LATAM,RJ4797,GOL,Atrasado,13/01,17:40
2026-01-13,17:40,LATAM,RJ7741,GOL,Atrasado,13/01,17:40
